rln,svccode,uic,ulc,utc,unitname,describe,pax,origin,origname,poe,poename,pod,podname,dest,destname,rld,ald,ead,lad,rdd,fdsvcres,nonbaselne,baseline,provorg
AR10506,A,,,,,GENERAL SUPPLY,0,WMYX,Susquehanna Od Dp,FJXT,Dover Afb,MVZK,Larnaca,LQCN,Iskenderun,,39,40,44,45,,,,A
AR10508,A,,,,,PKG POL,0,HDFM,Ft Chaffee,WWYK,Tinker Afb,MVZK,Larnaca,LQCN,Iskenderun,,39,40,44,45,,,,A
AR10511,A,,,,,CONSTRUCT MAT,0,WMYX,Susquehanna Od Dp,FJXT,Dover Afb,MVZK,Larnaca,LQCN,Iskenderun,,39,40,44,45,,,,A
AR10513,A,,,,,AIR AMMO,0,AKWS,Anniston Army Dep,LEXG,Hunter Aaf,MVZK,Larnaca,LQCN,Iskenderun,,39,40,44,45,,,,A
AR10515,A,,,,,GROUND AMMO,0,AKWS,Anniston Army Dep,LEXG,Hunter Aaf,MVZK,Larnaca,LQCN,Iskenderun,,39,40,44,45,,,,A
AR10517,A,,,,,PERSONAL DEMAND,0,HHJL,Ft Mcclellan,LEXG,Hunter Aaf,MVZK,Larnaca,LQCN,Iskenderun,,39,40,44,45,,,,A
AR10518,A,,,,,ELECTRONIC MEI,0,UAUW,Red River Depot,UHGN,Robert Gray Aaf,MVZK,Larnaca,LQCN,Iskenderun,,39,40,44,45,,,,A
AR10520,A,,,,,TAC VEH MEI,0,HHJM,Anniston,LEXG,Hunter Aaf,MVZK,Larnaca,LQCN,Iskenderun,,39,40,44,45,,,,A
AR10522,A,,,,,MISSLES MEI,0,HHJM,Anniston,LEXG,Hunter Aaf,MVZK,Larnaca,LQCN,Iskenderun,,39,40,44,45,,,,A
AR10524,A,,,,,WEAPONS MEI,0,HHJM,Anniston,LEXG,Hunter Aaf,MVZK,Larnaca,LQCN,Iskenderun,,39,40,44,45,,,,A
AR10526,A,,,,,MEDICAL MAT,0,LLLB,Ft Indiantown Gap,FJXT,Dover Afb,MVZK,Larnaca,LQCN,Iskenderun,,39,40,44,45,,,,A
AR10527,A,,,,,WHOLE BLOOD,0,UBHS,Redstone Arsenal,LEXG,Hunter Aaf,MVZK,Larnaca,LQCN,Iskenderun,,39,40,44,45,,,,A
AR10528,A,,,,,GND SUPT PARTS,0,UAUW,Red River Depot,UHGN,Robert Gray Aaf,MVZK,Larnaca,LQCN,Iskenderun,,39,40,44,45,,,,A
AR10530,A,,,,,MAIL,0,LEXG,Hunter Aaf,LEXG,Hunter Aaf,MVZK,Larnaca,LQCN,Iskenderun,,39,40,44,45,,,,A
AR10600,A,,,,,RATIONS,0,WMYX,Susquehanna Od Dp,FJXT,Dover Afb,MVZK,Larnaca,LRMC,Izmir,,39,40,44,45,,,,A
AR10604,A,,,,,CONSTRUCT MAT,0,WMYX,Susquehanna Od Dp,FJXT,Dover Afb,MVZK,Larnaca,LRMC,Izmir,,39,40,44,45,,,,A
AR10607,A,,,,,GROUND AMMO,0,AKWS,Anniston Army Dep,LEXG,Hunter Aaf,MVZK,Larnaca,LRMC,Izmir,,39,40,44,45,,,,A
AR10609,A,,,,,PERSONAL DEMAND,0,HHJL,Ft Mcclellan,LEXG,Hunter Aaf,MVZK,Larnaca,LRMC,Izmir,,39,40,44,45,,,,A
AR10612,A,,,,,MAIL,0,LEXG,Hunter Aaf,LEXG,Hunter Aaf,MVZK,Larnaca,LRMC,Izmir,,39,40,44,45,,,,A
AR10659,A,,,,,RATIONS,0,WMYX,Susquehanna Od Dp,FJXT,Dover Afb,FAAT,Damascus Intl,QBAL,Mersin,,39,40,44,45,,,,A
AR10662,A,,,,,GENERAL SUPPLY,0,WMYX,Susquehanna Od Dp,FJXT,Dover Afb,FAAT,Damascus Intl,QBAL,Mersin,,39,40,44,45,,,,A
AR10664,A,,,,,PKG POL,0,HDFM,Ft Chaffee,WWYK,Tinker Afb,FAAT,Damascus Intl,QBAL,Mersin,,39,40,44,45,,,,A
AR10667,A,,,,,CONSTRUCT MAT,0,WMYX,Susquehanna Od Dp,FJXT,Dover Afb,FAAT,Damascus Intl,QBAL,Mersin,,39,40,44,45,,,,A
AR10669,A,,,,,AIR AMMO,0,AKWS,Anniston Army Dep,LEXG,Hunter Aaf,FAAT,Damascus Intl,QBAL,Mersin,,39,40,44,45,,,,A
AR10673,A,,,,,PERSONAL DEMAND,0,HHJL,Ft Mcclellan,LEXG,Hunter Aaf,FAAT,Damascus Intl,QBAL,Mersin,,39,40,44,45,,,,A
AR10674,A,,,,,ELECTRONIC MEI,0,UAUW,Red River Depot,UHGN,Robert Gray Aaf,FAAT,Damascus Intl,QBAL,Mersin,,39,40,44,45,,,,A
AR10676,A,,,,,TAC VEH MEI,0,HHJM,Anniston,LEXG,Hunter Aaf,FAAT,Damascus Intl,QBAL,Mersin,,39,40,44,45,,,,A
AR10678,A,,,,,MISSLES MEI,0,HHJM,Anniston,LEXG,Hunter Aaf,FAAT,Damascus Intl,QBAL,Mersin,,39,40,44,45,,,,A
AR10680,A,,,,,WEAPONS MEI,0,HHJM,Anniston,LEXG,Hunter Aaf,FAAT,Damascus Intl,QBAL,Mersin,,39,40,44,45,,,,A
AR10682,A,,,,,MEDICAL MAT,0,LLLB,Ft Indiantown Gap,FJXT,Dover Afb,FAAT,Damascus Intl,QBAL,Mersin,,39,40,44,45,,,,A
AR10683,A,,,,,WHOLE BLOOD,0,UBHS,Redstone Arsenal,LEXG,Hunter Aaf,FAAT,Damascus Intl,QBAL,Mersin,,39,40,44,45,,,,A
AR10684,A,,,,,GND SUPT PARTS,0,UAUW,Red River Depot,UHGN,Robert Gray Aaf,FAAT,Damascus Intl,QBAL,Mersin,,39,40,44,45,,,,A
AR10686,A,,,,,MAIL,0,LEXG,Hunter Aaf,LEXG,Hunter Aaf,FAAT,Damascus Intl,QBAL,Mersin,,39,40,44,45,,,,A
AR10746,A,,,,,RATIONS,0,WMYX,Susquehanna Od Dp,FJXT,Dover Afb,ASHE,Aviano Ab,SNNY,Osmaniye,,39,40,44,45,,,,A
AR10749,A,,,,,GENERAL SUPPLY,0,WMYX,Susquehanna Od Dp,FJXT,Dover Afb,ASHE,Aviano Ab,SNNY,Osmaniye,,39,40,44,45,,,,A
AR10751,A,,,,,PKG POL,0,HDFM,Ft Chaffee,WWYK,Tinker Afb,ASHE,Aviano Ab,SNNY,Osmaniye,,39,40,44,45,,,,A
AR10754,A,,,,,CONSTRUCT MAT,0,WMYX,Susquehanna Od Dp,FJXT,Dover Afb,ASHE,Aviano Ab,SNNY,Osmaniye,,39,40,44,45,,,,A
AR10756,A,,,,,AIR AMMO,0,AKWS,Anniston Army Dep,LEXG,Hunter Aaf,ASHE,Aviano Ab,SNNY,Osmaniye,,39,40,44,45,,,,A
AR10760,A,,,,,PERSONAL DEMAND,0,HHJL,Ft Mcclellan,LEXG,Hunter Aaf,ASHE,Aviano Ab,SNNY,Osmaniye,,39,40,44,45,,,,A
AR10761,A,,,,,ELECTRONIC MEI,0,UAUW,Red River Depot,UHGN,Robert Gray Aaf,ASHE,Aviano Ab,SNNY,Osmaniye,,39,40,44,45,,,,A
AR10763,A,,,,,TAC VEH MEI,0,HHJM,Anniston,LEXG,Hunter Aaf,ASHE,Aviano Ab,SNNY,Osmaniye,,39,40,44,45,,,,A
AR10765,A,,,,,MISSLES MEI,0,HHJM,Anniston,LEXG,Hunter Aaf,ASHE,Aviano Ab,SNNY,Osmaniye,,39,40,44,45,,,,A
AR10767,A,,,,,WEAPONS MEI,0,HHJM,Anniston,LEXG,Hunter Aaf,ASHE,Aviano Ab,SNNY,Osmaniye,,39,40,44,45,,,,A
AR10769,A,,,,,MEDICAL MAT,0,LLLB,Ft Indiantown Gap,FJXT,Dover Afb,ASHE,Aviano Ab,SNNY,Osmaniye,,39,40,44,45,,,,A
AR10770,A,,,,,WHOLE BLOOD,0,UBHS,Redstone Arsenal,LEXG,Hunter Aaf,ASHE,Aviano Ab,SNNY,Osmaniye,,39,40,44,45,,,,A
AR10771,A,,,,,GND SUPT PARTS,0,UAUW,Red River Depot,UHGN,Robert Gray Aaf,ASHE,Aviano Ab,SNNY,Osmaniye,,39,40,44,45,,,,A
AR10773,A,,,,,MAIL,0,LEXG,Hunter Aaf,LEXG,Hunter Aaf,ASHE,Aviano Ab,SNNY,Osmaniye,,39,40,44,45,,,,A
AR10850,A,,,,,RATIONS,0,WMYX,Susquehanna Od Dp,FJXT,Dover Afb,ASHE,Aviano Ab,UWCP,Sanliurfa,,39,40,44,45,,,,A
AR10853,A,,,,,GENERAL SUPPLY,0,WMYX,Susquehanna Od Dp,FJXT,Dover Afb,ASHE,Aviano Ab,UWCP,Sanliurfa,,39,40,44,45,,,,A
AR10855,A,,,,,PKG POL,0,HDFM,Ft Chaffee,WWYK,Tinker Afb,ASHE,Aviano Ab,UWCP,Sanliurfa,,39,40,44,45,,,,A
AR10858,A,,,,,CONSTRUCT MAT,0,WMYX,Susquehanna Od Dp,FJXT,Dover Afb,ASHE,Aviano Ab,UWCP,Sanliurfa,,39,40,44,45,,,,A
AR10860,A,,,,,AIR AMMO,0,AKWS,Anniston Army Dep,LEXG,Hunter Aaf,ASHE,Aviano Ab,UWCP,Sanliurfa,,39,40,44,45,,,,A
AR10864,A,,,,,PERSONAL DEMAND,0,HHJL,Ft Mcclellan,LEXG,Hunter Aaf,ASHE,Aviano Ab,UWCP,Sanliurfa,,39,40,44,45,,,,A
AR10865,A,,,,,ELECTRONIC MEI,0,UAUW,Red River Depot,UHGN,Robert Gray Aaf,ASHE,Aviano Ab,UWCP,Sanliurfa,,39,40,44,45,,,,A
AR10867,A,,,,,TAC VEH MEI,0,HHJM,Anniston,LEXG,Hunter Aaf,ASHE,Aviano Ab,UWCP,Sanliurfa,,39,40,44,45,,,,A
AR10869,A,,,,,MISSLES MEI,0,HHJM,Anniston,LEXG,Hunter Aaf,ASHE,Aviano Ab,UWCP,Sanliurfa,,39,40,44,45,,,,A
AR10871,A,,,,,WEAPONS MEI,0,HHJM,Anniston,LEXG,Hunter Aaf,ASHE,Aviano Ab,UWCP,Sanliurfa,,39,40,44,45,,,,A
AR10873,A,,,,,MEDICAL MAT,0,LLLB,Ft Indiantown Gap,FJXT,Dover Afb,ASHE,Aviano Ab,UWCP,Sanliurfa,,39,40,44,45,,,,A
AR10874,A,,,,,WHOLE BLOOD,0,UBHS,Redstone Arsenal,LEXG,Hunter Aaf,ASHE,Aviano Ab,UWCP,Sanliurfa,,39,40,44,45,,,,A
AR10875,A,,,,,GND SUPT PARTS,0,UAUW,Red River Depot,UHGN,Robert Gray Aaf,ASHE,Aviano Ab,UWCP,Sanliurfa,,39,40,44,45,,,,A
AR10877,A,,,,,MAIL,0,LEXG,Hunter Aaf,LEXG,Hunter Aaf,ASHE,Aviano Ab,UWCP,Sanliurfa,,39,40,44,45,,,,A
FR10025,F,,,,,RATIONS,0,TYMX,Randolph Afb,UHGN,Robert Gray Aaf,LJYC,Incirlik Ab,ABQH,Adana,,39,40,44,45,,,,F
FR10028,F,,,,,GENERAL SUPPLY,0,JUBJ,"Maxwell Afb, Gunt",LEXG,Hunter Aaf,LJYC,Incirlik Ab,ABQH,Adana,,39,40,44,45,,,,F
FR10030,F,,,,,AIR AMMO,0,AKWS,Anniston Army Dep,LEXG,Hunter Aaf,LJYC,Incirlik Ab,ABQH,Adana,,39,40,44,45,,,,F
FR10032,F,,,,,PERSONAL DEMAND,0,TYMX,Randolph Afb,MBPB,Kelly Afb,LJYC,Incirlik Ab,ABQH,Adana,,39,40,44,45,,,,F
FR10033,F,,,,,GND SUPPORT MEI,0,MBPC,Kelly Afb,UHGN,Robert Gray Aaf,LJYC,Incirlik Ab,ABQH,Adana,,39,40,44,45,,,,F
FR10035,F,,,,,ELECTRONIC MEI,0,AKWS,Anniston Army Dep,LEXG,Hunter Aaf,LJYC,Incirlik Ab,ABQH,Adana,,39,40,44,45,,,,F
FR10037,F,,,,,TRAP,0,MUHJ,Langley Afb,MUHJ,Langley Afb,LJYC,Incirlik Ab,ABQH,Adana,,39,40,44,45,,,,F
FR10039,F,,,,,TAC VEH MEI,0,FTFA,Eglin Afb,LEXG,Hunter Aaf,LJYC,Incirlik Ab,ABQH,Adana,,39,40,44,45,,,,F
FR10041,F,,,,,MISSLES MEI,0,DJDB,Chanute Afb,MUHJ,Langley Afb,LJYC,Incirlik Ab,ABQH,Adana,,39,40,44,45,,,,F
FR10043,F,,,,,WEAPONS MEI,0,AKWS,Anniston Army Dep,LEXG,Hunter Aaf,LJYC,Incirlik Ab,ABQH,Adana,,39,40,44,45,,,,F
FR10045,F,,,,,SPEC WEAPON MEI,0,UAUW,Red River Depot,UHGN,Robert Gray Aaf,LJYC,Incirlik Ab,ABQH,Adana,,39,40,44,45,,,,F
FR10047,F,,,,,ACFT ENGINE MEI,0,WWYJ,Tinker Afb,UHGN,Robert Gray Aaf,LJYC,Incirlik Ab,ABQH,Adana,,39,40,44,45,,,,F
FR10049,F,,,,,MEDICAL MAT,0,VNVM,Sheppard Afb,UHGN,Robert Gray Aaf,LJYC,Incirlik Ab,ABQH,Adana,,39,40,44,45,,,,F
FR10050,F,,,,,AIR REPAIR PART,0,UAUW,Red River Depot,UHGN,Robert Gray Aaf,LJYC,Incirlik Ab,ABQH,Adana,,39,40,44,45,,,,F
FR10052,F,,,,,GND SUPT PARTS,0,UAUW,Red River Depot,UHGN,Robert Gray Aaf,LJYC,Incirlik Ab,ABQH,Adana,,39,40,44,45,,,,F
FR10054,F,,,,,ADMIN VEH PARTS,0,UAUW,Red River Depot,UHGN,Robert Gray Aaf,LJYC,Incirlik Ab,ABQH,Adana,,39,40,44,45,,,,F
FR10056,F,,,,,ELECT PARTS,0,WXVD,Tobyhanna,FJXT,Dover Afb,LJYC,Incirlik Ab,ABQH,Adana,,39,40,44,45,,,,F
FR10058,F,,,,,TAC VEH PARTS,0,UAUW,Red River Depot,UHGN,Robert Gray Aaf,LJYC,Incirlik Ab,ABQH,Adana,,39,40,44,45,,,,F
FR10060,F,,,,,MISSILE PARTS,0,UAUW,Red River Depot,UHGN,Robert Gray Aaf,LJYC,Incirlik Ab,ABQH,Adana,,39,40,44,45,,,,F
FR10062,F,,,,,WEAPONS PARTS,0,UAUW,Red River Depot,UHGN,Robert Gray Aaf,LJYC,Incirlik Ab,ABQH,Adana,,39,40,44,45,,,,F
FR10064,F,,,,,SPEC WEAPON PAR,0,HCTL,Ft Bragg,TMKH,Pope Afb,LJYC,Incirlik Ab,ABQH,Adana,,39,40,44,45,,,,F
FR10066,F,,,,,IND SUPT PARTS,0,WMYX,Susquehanna Od Dp,FJXT,Dover Afb,LJYC,Incirlik Ab,ABQH,Adana,,39,40,44,45,,,,F
FR10068,F,,,,,ACFT ENG PARTS,0,WXVD,Tobyhanna,FJXT,Dover Afb,LJYC,Incirlik Ab,ABQH,Adana,,39,40,44,45,,,,F
FR10070,F,,,,,MAIL,0,PNQS,Maxwell Afb,FTEP,Eglin Af Aux Nr 3,LJYC,Incirlik Ab,ABQH,Adana,,39,40,44,45,,,,F
FR10191,F,,,,,RATIONS,0,TYMX,Randolph Afb,UHGN,Robert Gray Aaf,MVZK,Larnaca,ADJC,Akrotiri,,39,40,44,45,,,,F
FR10194,F,,,,,GENERAL SUPPLY,0,JUBJ,"Maxwell Afb, Gunt",LEXG,Hunter Aaf,MVZK,Larnaca,ADJC,Akrotiri,,39,40,44,45,,,,F
FR10196,F,,,,,AIR AMMO,0,AKWS,Anniston Army Dep,LEXG,Hunter Aaf,MVZK,Larnaca,ADJC,Akrotiri,,39,40,44,45,,,,F
FR10198,F,,,,,PERSONAL DEMAND,0,TYMX,Randolph Afb,MBPB,Kelly Afb,MVZK,Larnaca,ADJC,Akrotiri,,39,40,44,45,,,,F
FR10199,F,,,,,GND SUPPORT MEI,0,MBPC,Kelly Afb,UHGN,Robert Gray Aaf,MVZK,Larnaca,ADJC,Akrotiri,,39,40,44,45,,,,F
FR10201,F,,,,,ELECTRONIC MEI,0,AKWS,Anniston Army Dep,LEXG,Hunter Aaf,MVZK,Larnaca,ADJC,Akrotiri,,39,40,44,45,,,,F
FR10203,F,,,,,TRAP,0,MUHJ,Langley Afb,MUHJ,Langley Afb,MVZK,Larnaca,ADJC,Akrotiri,,39,40,44,45,,,,F
FR10205,F,,,,,TAC VEH MEI,0,FTFA,Eglin Afb,LEXG,Hunter Aaf,MVZK,Larnaca,ADJC,Akrotiri,,39,40,44,45,,,,F
FR10207,F,,,,,MISSLES MEI,0,DJDB,Chanute Afb,MUHJ,Langley Afb,MVZK,Larnaca,ADJC,Akrotiri,,39,40,44,45,,,,F
FR10209,F,,,,,WEAPONS MEI,0,AKWS,Anniston Army Dep,LEXG,Hunter Aaf,MVZK,Larnaca,ADJC,Akrotiri,,39,40,44,45,,,,F
FR10211,F,,,,,SPEC WEAPON MEI,0,UAUW,Red River Depot,UHGN,Robert Gray Aaf,MVZK,Larnaca,ADJC,Akrotiri,,39,40,44,45,,,,F
FR10213,F,,,,,ACFT ENGINE MEI,0,WWYJ,Tinker Afb,UHGN,Robert Gray Aaf,MVZK,Larnaca,ADJC,Akrotiri,,39,40,44,45,,,,F
FR10215,F,,,,,MEDICAL MAT,0,VNVM,Sheppard Afb,UHGN,Robert Gray Aaf,MVZK,Larnaca,ADJC,Akrotiri,,39,40,44,45,,,,F
FR10216,F,,,,,AIR REPAIR PART,0,UAUW,Red River Depot,UHGN,Robert Gray Aaf,MVZK,Larnaca,ADJC,Akrotiri,,39,40,44,45,,,,F
FR10218,F,,,,,GND SUPT PARTS,0,UAUW,Red River Depot,UHGN,Robert Gray Aaf,MVZK,Larnaca,ADJC,Akrotiri,,39,40,44,45,,,,F
FR10220,F,,,,,ADMIN VEH PARTS,0,UAUW,Red River Depot,UHGN,Robert Gray Aaf,MVZK,Larnaca,ADJC,Akrotiri,,39,40,44,45,,,,F
FR10222,F,,,,,ELECT PARTS,0,WXVD,Tobyhanna,FJXT,Dover Afb,MVZK,Larnaca,ADJC,Akrotiri,,39,40,44,45,,,,F
FR10224,F,,,,,TAC VEH PARTS,0,UAUW,Red River Depot,UHGN,Robert Gray Aaf,MVZK,Larnaca,ADJC,Akrotiri,,39,40,44,45,,,,F
FR10226,F,,,,,MISSILE PARTS,0,UAUW,Red River Depot,UHGN,Robert Gray Aaf,MVZK,Larnaca,ADJC,Akrotiri,,39,40,44,45,,,,F
FR10228,F,,,,,WEAPONS PARTS,0,UAUW,Red River Depot,UHGN,Robert Gray Aaf,MVZK,Larnaca,ADJC,Akrotiri,,39,40,44,45,,,,F
FR10230,F,,,,,SPEC WEAPON PAR,0,HCTL,Ft Bragg,TMKH,Pope Afb,MVZK,Larnaca,ADJC,Akrotiri,,39,40,44,45,,,,F
FR10232,F,,,,,IND SUPT PARTS,0,WMYX,Susquehanna Od Dp,FJXT,Dover Afb,MVZK,Larnaca,ADJC,Akrotiri,,39,40,44,45,,,,F
FR10234,F,,,,,ACFT ENG PARTS,0,WXVD,Tobyhanna,FJXT,Dover Afb,MVZK,Larnaca,ADJC,Akrotiri,,39,40,44,45,,,,F
FR10236,F,,,,,MAIL,0,PNQS,Maxwell Afb,FTEP,Eglin Af Aux Nr 3,MVZK,Larnaca,ADJC,Akrotiri,,39,40,44,45,,,,F
FR10357,F,,,,,RATIONS,0,TYMX,Randolph Afb,UHGN,Robert Gray Aaf,FFTJ,Dhahran Intl,AKRR,Akinci,,39,40,44,45,,,,F
FR10360,F,,,,,GENERAL SUPPLY,0,JUBJ,"Maxwell Afb, Gunt",LEXG,Hunter Aaf,FFTJ,Dhahran Intl,AKRR,Akinci,,39,40,44,45,,,,F
FR10362,F,,,,,AIR AMMO,0,AKWS,Anniston Army Dep,LEXG,Hunter Aaf,FFTJ,Dhahran Intl,AKRR,Akinci,,39,40,44,45,,,,F
FR10364,F,,,,,PERSONAL DEMAND,0,TYMX,Randolph Afb,MBPB,Kelly Afb,FFTJ,Dhahran Intl,AKRR,Akinci,,39,40,44,45,,,,F
FR10365,F,,,,,GND SUPPORT MEI,0,MBPC,Kelly Afb,UHGN,Robert Gray Aaf,FFTJ,Dhahran Intl,AKRR,Akinci,,39,40,44,45,,,,F
FR10367,F,,,,,ELECTRONIC MEI,0,AKWS,Anniston Army Dep,LEXG,Hunter Aaf,FFTJ,Dhahran Intl,AKRR,Akinci,,39,40,44,45,,,,F
FR10369,F,,,,,TRAP,0,MUHJ,Langley Afb,MUHJ,Langley Afb,FFTJ,Dhahran Intl,AKRR,Akinci,,39,40,44,45,,,,F
FR10371,F,,,,,TAC VEH MEI,0,FTFA,Eglin Afb,LEXG,Hunter Aaf,FFTJ,Dhahran Intl,AKRR,Akinci,,39,40,44,45,,,,F
FR10373,F,,,,,MISSLES MEI,0,DJDB,Chanute Afb,MUHJ,Langley Afb,FFTJ,Dhahran Intl,AKRR,Akinci,,39,40,44,45,,,,F
FR10375,F,,,,,WEAPONS MEI,0,AKWS,Anniston Army Dep,LEXG,Hunter Aaf,FFTJ,Dhahran Intl,AKRR,Akinci,,39,40,44,45,,,,F
FR10377,F,,,,,SPEC WEAPON MEI,0,UAUW,Red River Depot,UHGN,Robert Gray Aaf,FFTJ,Dhahran Intl,AKRR,Akinci,,39,40,44,45,,,,F
FR10379,F,,,,,ACFT ENGINE MEI,0,WWYJ,Tinker Afb,UHGN,Robert Gray Aaf,FFTJ,Dhahran Intl,AKRR,Akinci,,39,40,44,45,,,,F
FR10381,F,,,,,MEDICAL MAT,0,VNVM,Sheppard Afb,UHGN,Robert Gray Aaf,FFTJ,Dhahran Intl,AKRR,Akinci,,39,40,44,45,,,,F
FR10382,F,,,,,AIR REPAIR PART,0,UAUW,Red River Depot,UHGN,Robert Gray Aaf,FFTJ,Dhahran Intl,AKRR,Akinci,,39,40,44,45,,,,F
FR10384,F,,,,,GND SUPT PARTS,0,UAUW,Red River Depot,UHGN,Robert Gray Aaf,FFTJ,Dhahran Intl,AKRR,Akinci,,39,40,44,45,,,,F
FR10386,F,,,,,ADMIN VEH PARTS,0,UAUW,Red River Depot,UHGN,Robert Gray Aaf,FFTJ,Dhahran Intl,AKRR,Akinci,,39,40,44,45,,,,F
FR10388,F,,,,,ELECT PARTS,0,WXVD,Tobyhanna,FJXT,Dover Afb,FFTJ,Dhahran Intl,AKRR,Akinci,,39,40,44,45,,,,F
FR10390,F,,,,,TAC VEH PARTS,0,UAUW,Red River Depot,UHGN,Robert Gray Aaf,FFTJ,Dhahran Intl,AKRR,Akinci,,39,40,44,45,,,,F
FR10392,F,,,,,MISSILE PARTS,0,UAUW,Red River Depot,UHGN,Robert Gray Aaf,FFTJ,Dhahran Intl,AKRR,Akinci,,39,40,44,45,,,,F
FR10394,F,,,,,WEAPONS PARTS,0,UAUW,Red River Depot,UHGN,Robert Gray Aaf,FFTJ,Dhahran Intl,AKRR,Akinci,,39,40,44,45,,,,F
FR10396,F,,,,,SPEC WEAPON PAR,0,HCTL,Ft Bragg,TMKH,Pope Afb,FFTJ,Dhahran Intl,AKRR,Akinci,,39,40,44,45,,,,F
FR10398,F,,,,,IND SUPT PARTS,0,WMYX,Susquehanna Od Dp,FJXT,Dover Afb,FFTJ,Dhahran Intl,AKRR,Akinci,,39,40,44,45,,,,F
FR10400,F,,,,,ACFT ENG PARTS,0,WXVD,Tobyhanna,FJXT,Dover Afb,FFTJ,Dhahran Intl,AKRR,Akinci,,39,40,44,45,,,,F
FR10402,F,,,,,MAIL,0,PNQS,Maxwell Afb,FTEP,Eglin Af Aux Nr 3,FFTJ,Dhahran Intl,AKRR,Akinci,,39,40,44,45,,,,F
FR10523,F,,,,,RATIONS,0,TYMX,Randolph Afb,UHGN,Robert Gray Aaf,ASHE,Aviano Ab,ALGS,Antalya,,39,40,44,45,,,,F
FR10526,F,,,,,GENERAL SUPPLY,0,JUBJ,"Maxwell Afb, Gunt",LEXG,Hunter Aaf,ASHE,Aviano Ab,ALGS,Antalya,,39,40,44,45,,,,F
FR10528,F,,,,,AIR AMMO,0,AKWS,Anniston Army Dep,LEXG,Hunter Aaf,ASHE,Aviano Ab,ALGS,Antalya,,39,40,44,45,,,,F
FR10530,F,,,,,PERSONAL DEMAND,0,TYMX,Randolph Afb,MBPB,Kelly Afb,ASHE,Aviano Ab,ALGS,Antalya,,39,40,44,45,,,,F
FR10531,F,,,,,GND SUPPORT MEI,0,MBPC,Kelly Afb,UHGN,Robert Gray Aaf,ASHE,Aviano Ab,ALGS,Antalya,,39,40,44,45,,,,F
FR10533,F,,,,,ELECTRONIC MEI,0,AKWS,Anniston Army Dep,LEXG,Hunter Aaf,ASHE,Aviano Ab,ALGS,Antalya,,39,40,44,45,,,,F
FR10535,F,,,,,TRAP,0,MUHJ,Langley Afb,MUHJ,Langley Afb,ASHE,Aviano Ab,ALGS,Antalya,,39,40,44,45,,,,F
FR10537,F,,,,,TAC VEH MEI,0,FTFA,Eglin Afb,LEXG,Hunter Aaf,ASHE,Aviano Ab,ALGS,Antalya,,39,40,44,45,,,,F
FR10539,F,,,,,MISSLES MEI,0,DJDB,Chanute Afb,MUHJ,Langley Afb,ASHE,Aviano Ab,ALGS,Antalya,,39,40,44,45,,,,F
FR10541,F,,,,,WEAPONS MEI,0,AKWS,Anniston Army Dep,LEXG,Hunter Aaf,ASHE,Aviano Ab,ALGS,Antalya,,39,40,44,45,,,,F
FR10543,F,,,,,SPEC WEAPON MEI,0,UAUW,Red River Depot,UHGN,Robert Gray Aaf,ASHE,Aviano Ab,ALGS,Antalya,,39,40,44,45,,,,F
FR10545,F,,,,,ACFT ENGINE MEI,0,WWYJ,Tinker Afb,UHGN,Robert Gray Aaf,ASHE,Aviano Ab,ALGS,Antalya,,39,40,44,45,,,,F
FR10547,F,,,,,MEDICAL MAT,0,VNVM,Sheppard Afb,UHGN,Robert Gray Aaf,ASHE,Aviano Ab,ALGS,Antalya,,39,40,44,45,,,,F
FR10548,F,,,,,AIR REPAIR PART,0,UAUW,Red River Depot,UHGN,Robert Gray Aaf,ASHE,Aviano Ab,ALGS,Antalya,,39,40,44,45,,,,F
FR10550,F,,,,,GND SUPT PARTS,0,UAUW,Red River Depot,UHGN,Robert Gray Aaf,ASHE,Aviano Ab,ALGS,Antalya,,39,40,44,45,,,,F
FR10552,F,,,,,ADMIN VEH PARTS,0,UAUW,Red River Depot,UHGN,Robert Gray Aaf,ASHE,Aviano Ab,ALGS,Antalya,,39,40,44,45,,,,F
FR10554,F,,,,,ELECT PARTS,0,WXVD,Tobyhanna,FJXT,Dover Afb,ASHE,Aviano Ab,ALGS,Antalya,,39,40,44,45,,,,F
FR10556,F,,,,,TAC VEH PARTS,0,UAUW,Red River Depot,UHGN,Robert Gray Aaf,ASHE,Aviano Ab,ALGS,Antalya,,39,40,44,45,,,,F
FR10558,F,,,,,MISSILE PARTS,0,UAUW,Red River Depot,UHGN,Robert Gray Aaf,ASHE,Aviano Ab,ALGS,Antalya,,39,40,44,45,,,,F
FR10560,F,,,,,WEAPONS PARTS,0,UAUW,Red River Depot,UHGN,Robert Gray Aaf,ASHE,Aviano Ab,ALGS,Antalya,,39,40,44,45,,,,F
FR10562,F,,,,,SPEC WEAPON PAR,0,HCTL,Ft Bragg,TMKH,Pope Afb,ASHE,Aviano Ab,ALGS,Antalya,,39,40,44,45,,,,F
FR10564,F,,,,,IND SUPT PARTS,0,WMYX,Susquehanna Od Dp,FJXT,Dover Afb,ASHE,Aviano Ab,ALGS,Antalya,,39,40,44,45,,,,F
FR10566,F,,,,,ACFT ENG PARTS,0,WXVD,Tobyhanna,FJXT,Dover Afb,ASHE,Aviano Ab,ALGS,Antalya,,39,40,44,45,,,,F
