PLUGIN_ARG_ID,THREAD_ID,BLANK,PLUGIN_CLASS,ARGUMENT,ARGUMENT_ORDER,ARGUMENT_TYPE,SORT_ORDER_ORIG
org.cougaar.domain.mlm.plugin.ldm.XMLPolicyPlugIn|InventoryPolicy-ARBN.ldm.xml|0,BASE, ,org.cougaar.domain.mlm.plugin.ldm.XMLPolicyPlugIn,InventoryPolicy-ARBN.ldm.xml,0,INVENTORY_MANAGEMENT_POLICY_FILE,79
org.cougaar.domain.mlm.plugin.ldm.XMLPolicyPlugIn|InventoryPolicy-Construction.ldm.xml|0,CLASS-4, ,org.cougaar.domain.mlm.plugin.ldm.XMLPolicyPlugIn,InventoryPolicy-Construction.ldm.xml,0,INVENTORY_MANAGEMENT_POLICY_FILE,80
org.cougaar.domain.mlm.plugin.ldm.XMLPolicyPlugIn|InventoryPolicy-FSB.ldm.xml|0,BASE, ,org.cougaar.domain.mlm.plugin.ldm.XMLPolicyPlugIn,InventoryPolicy-FSB.ldm.xml,0,INVENTORY_MANAGEMENT_POLICY_FILE,81
org.cougaar.domain.mlm.plugin.ldm.XMLPolicyPlugIn|InventoryPolicy-MATERIEL-SUPPLY.ldm.xml|0,BASE, ,org.cougaar.domain.mlm.plugin.ldm.XMLPolicyPlugIn,InventoryPolicy-MATERIEL-SUPPLY.ldm.xml,0,INVENTORY_MANAGEMENT_POLICY_FILE,82
org.cougaar.domain.mlm.plugin.ldm.XMLPolicyPlugIn|InventoryPolicy-MSB.ldm.xml|0,BASE, ,org.cougaar.domain.mlm.plugin.ldm.XMLPolicyPlugIn,InventoryPolicy-MSB.ldm.xml,0,INVENTORY_MANAGEMENT_POLICY_FILE,83
org.cougaar.domain.mlm.plugin.ldm.XMLPolicyPlugIn|InventoryPolicy-TRANS-TERMINAL.ldm.xml|0,BASE, ,org.cougaar.domain.mlm.plugin.ldm.XMLPolicyPlugIn,InventoryPolicy-TRANS-TERMINAL.ldm.xml,0,INVENTORY_MANAGEMENT_POLICY_FILE,84
org.cougaar.domain.mlm.plugin.ldm.XMLPolicyPlugIn|LimitResourcesPolicy.ldm.xml|0,BASE, ,org.cougaar.domain.mlm.plugin.ldm.XMLPolicyPlugIn,LimitResourcesPolicy.ldm.xml,0,NCA_POLICY_FILES,85
org.cougaar.domain.mlm.plugin.organization.GLSExpanderPlugIn||0,BASE, ,org.cougaar.domain.mlm.plugin.organization.GLSExpanderPlugIn,,0,GLS_EXPANDER_ARGS,86
org.cougaar.domain.mlm.plugin.organization.GLSExpanderPlugIn|Ammunition|1,CLASS-5, ,org.cougaar.domain.mlm.plugin.organization.GLSExpanderPlugIn,Ammunition,1,GLS_EXPANDER_ARGS,87
org.cougaar.domain.mlm.plugin.organization.GLSExpanderPlugIn|BulkPOL|1,CLASS-3, ,org.cougaar.domain.mlm.plugin.organization.GLSExpanderPlugIn,BulkPOL,1,GLS_EXPANDER_ARGS,88
