ORG_ID,TI_ID,UNIT_IDENTIFIER,UNIT_EQUIPMENT_QTY
588-MAINTCO,T93484,WD4MAA,10
588-MAINTCO,T63093,WD4MAA,11
588-MAINTCO,S75175,WD4MAA,15
588-MAINTCO,Z36068,WD4MAA,15
588-MAINTCO,S30982,WD4MAA,16
588-MAINTCO,T61494,WD4MAA,21
588-MAINTCO,T61239,WD4MAA,23
588-MAINTCO,T07679,WD4MAA,24
588-MAINTCO,T60081,WD4MAA,29
592-ORDCO,Z36272,WQ92AA,1
592-ORDCO,L28351,WQ92AA,1
592-ORDCO,W76816,WQ92AA,1
592-ORDCO,S70594,WQ92AA,1
592-ORDCO,T63093,WQ92AA,1
592-ORDCO,X40146,WQ92AA,1
592-ORDCO,C32887,WQ92AA,1
592-ORDCO,W98825,WQ92AA,1
592-ORDCO,G40744,WQ92AA,2
592-ORDCO,G42170,WQ92AA,2
592-ORDCO,X40009,WQ92AA,2
592-ORDCO,X40931,WQ92AA,2
592-ORDCO,H56391,WQ92AA,2
592-ORDCO,W95811,WQ92AA,4
592-ORDCO,T73645,WQ92AA,4
592-ORDCO,F79334,WQ92AA,6
592-ORDCO,C39398,WQ92AA,6
592-ORDCO,C36151,WQ92AA,6
592-ORDCO,S70517,WQ92AA,6
592-ORDCO,T61494,WQ92AA,7
592-ORDCO,T91656,WQ92AA,7
592-ORDCO,X40794,WQ92AA,8
592-ORDCO,T93761,WQ92AA,9
592-ORDCO,T40999,WQ92AA,9
592-ORDCO,T48944,WQ92AA,12
594-MDM-TRKCO,T63093,WCPGAA,1
594-MDM-TRKCO,T60149,WCPGAA,1
594-MDM-TRKCO,Z36068,WCPGAA,1
594-MDM-TRKCO,C32887,WCPGAA,1
594-MDM-TRKCO,W98825,WCPGAA,1
594-MDM-TRKCO,S73372,WCPGAA,1
594-MDM-TRKCO,L28351,WCPGAA,1
594-MDM-TRKCO,T60081,WCPGAA,2
594-MDM-TRKCO,T61494,WCPGAA,5
594-MDM-TRKCO,T61103,WCPGAA,61
594-MDM-TRKCO,S70159,WCPGAA,120
596-MAINTCO,T49119,WE7LAA,1
596-MAINTCO,G78306,WE7LAA,1
596-MAINTCO,R50681,WE7LAA,1
596-MAINTCO,T49255,WE7LAA,1
596-MAINTCO,X62237,WE7LAA,1
596-MAINTCO,L28351,WE7LAA,1
596-MAINTCO,C36151,WE7LAA,1
596-MAINTCO,R11154,WE7LAA,1
596-MAINTCO,S70517,WE7LAA,1
596-MAINTCO,T30377,WE7LAA,1
596-MAINTCO,T10549,WE7LAA,1
596-MAINTCO,T10275,WE7LAA,1
596-MAINTCO,X40420,WE7LAA,1
596-MAINTCO,T96883,WE7LAA,1
596-MAINTCO,X40146,WE7LAA,1
596-MAINTCO,G35851,WE7LAA,2
596-MAINTCO,J35492,WE7LAA,2
596-MAINTCO,S74832,WE7LAA,2
596-MAINTCO,W98825,WE7LAA,2
596-MAINTCO,X40077,WE7LAA,2
596-MAINTCO,H01855,WE7LAA,3
596-MAINTCO,X40794,WE7LAA,3
596-MAINTCO,C32887,WE7LAA,3
596-MAINTCO,X62477,WE7LAA,4
596-MAINTCO,T63093,WE7LAA,5
596-MAINTCO,S70027,WE7LAA,8
596-MAINTCO,S30982,WE7LAA,9
596-MAINTCO,W95811,WE7LAA,15
596-MAINTCO,T61494,WE7LAA,15
596-MAINTCO,S75175,WE7LAA,15
596-MAINTCO,X40009,WE7LAA,16
596-MAINTCO,X59326,WE7LAA,24
597-MAINTCO,X40283,WHLMAA,1
597-MAINTCO,X40794,WHLMAA,1
597-MAINTCO,S70517,WHLMAA,1
597-MAINTCO,T10549,WHLMAA,1
597-MAINTCO,T30377,WHLMAA,1
597-MAINTCO,T60149,WHLMAA,1
597-MAINTCO,Z94560,WHLMAA,1
597-MAINTCO,Z94047,WHLMAA,1
597-MAINTCO,T61704,WHLMAA,1
597-MAINTCO,C36151,WHLMAA,1
597-MAINTCO,G78306,WHLMAA,1
597-MAINTCO,W95811,WHLMAA,1
597-MAINTCO,L28351,WHLMAA,1
597-MAINTCO,S30914,WHLMAA,1
597-MAINTCO,T49255,WHLMAA,1
597-MAINTCO,R11154,WHLMAA,1
597-MAINTCO,T10275,WHLMAA,1
597-MAINTCO,W98825,WHLMAA,2
597-MAINTCO,G35851,WHLMAA,2
597-MAINTCO,G53778,WHLMAA,2
597-MAINTCO,H01855,WHLMAA,2
597-MAINTCO,X59326,WHLMAA,2
597-MAINTCO,S74832,WHLMAA,2
597-MAINTCO,S75038,WHLMAA,3
597-MAINTCO,T93484,WHLMAA,4
597-MAINTCO,T63093,WHLMAA,5
597-MAINTCO,S30982,WHLMAA,5
597-MAINTCO,S70027,WHLMAA,8
597-MAINTCO,T61494,WHLMAA,12
597-MAINTCO,Z36068,WHLMAA,13
597-MAINTCO,S75175,WHLMAA,16
597-MAINTCO,T60081,WHLMAA,18
597-MAINTCO,T61239,WHLMAA,23
6-TCBN,W98825,WCKKAA,1
6-TCBN,G42170,WCKKAA,1
6-TCBN,W95537,WCKKAA,2
6-TCBN,T60081,WCKKAA,2
6-TCBN,T61494,WCKKAA,9
632-MAINTCO,G42170,WB40AA,1
632-MAINTCO,Z94047,WB40AA,1
632-MAINTCO,C36151,WB40AA,1
632-MAINTCO,Z94560,WB40AA,1
632-MAINTCO,T60149,WB40AA,1
632-MAINTCO,G78306,WB40AA,1
632-MAINTCO,T49255,WB40AA,1
632-MAINTCO,R50681,WB40AA,1
632-MAINTCO,L28351,WB40AA,1
632-MAINTCO,T61704,WB40AA,1
632-MAINTCO,S30914,WB40AA,1
632-MAINTCO,T30377,WB40AA,1
632-MAINTCO,T10275,WB40AA,1
632-MAINTCO,S70517,WB40AA,1
632-MAINTCO,T10549,WB40AA,1
632-MAINTCO,R11154,WB40AA,1
632-MAINTCO,W98825,WB40AA,2
632-MAINTCO,G35851,WB40AA,2
632-MAINTCO,S74832,WB40AA,2
632-MAINTCO,G53778,WB40AA,2
632-MAINTCO,T61908,WB40AA,3
632-MAINTCO,H01855,WB40AA,3
632-MAINTCO,T63093,WB40AA,5
632-MAINTCO,T93484,WB40AA,6
632-MAINTCO,S30982,WB40AA,6
632-MAINTCO,S70027,WB40AA,8
632-MAINTCO,T61494,WB40AA,13
632-MAINTCO,Z36068,WB40AA,14
632-MAINTCO,S75175,WB40AA,15
632-MAINTCO,T60081,WB40AA,19
632-MAINTCO,T61239,WB40AA,24
66-MDM-TRKCO,T63093,WCNXAA,1
66-MDM-TRKCO,Z90381,WCNXAA,1
66-MDM-TRKCO,L28351,WCNXAA,1
66-MDM-TRKCO,W95811,WCNXAA,1
66-MDM-TRKCO,W98825,WCNXAA,1
66-MDM-TRKCO,S73372,WCNXAA,1
66-MDM-TRKCO,C32887,WCNXAA,1
66-MDM-TRKCO,X40146,WCNXAA,1
66-MDM-TRKCO,X40009,WCNXAA,2
66-MDM-TRKCO,T61494,WCNXAA,5
66-MDM-TRKCO,T61103,WCNXAA,61
66-MDM-TRKCO,S70159,WCNXAA,120
68-MDM-TRKCO,Z90381,WCNZAA,1
68-MDM-TRKCO,W98825,WCNZAA,1
68-MDM-TRKCO,X40146,WCNZAA,1
68-MDM-TRKCO,C32887,WCNZAA,1
68-MDM-TRKCO,S73372,WCNZAA,1
68-MDM-TRKCO,L28351,WCNZAA,1
68-MDM-TRKCO,T63093,WCNZAA,1
68-MDM-TRKCO,W95811,WCNZAA,1
68-MDM-TRKCO,X40009,WCNZAA,2
68-MDM-TRKCO,T61494,WCNZAA,5
68-MDM-TRKCO,T61103,WCNZAA,61
68-MDM-TRKCO,S70159,WCNZAA,120
69-ADABDE,X62237,WAVNAA,1
69-ADABDE,T96883,WAVNAA,1
69-ADABDE,X40794,WAVNAA,1
69-ADABDE,C32887,WAVNAA,1
69-ADABDE,X40146,WAVNAA,1
69-ADABDE,W98825,WAVNAA,1
69-ADABDE,J35492,WAVNAA,1
69-ADABDE,X41105,WAVNAA,1
69-ADABDE,L28351,WAVNAA,1
69-ADABDE,G53871,WAVNAA,2
69-ADABDE,W95811,WAVNAA,3
69-ADABDE,X40009,WAVNAA,5
69-ADABDE,W95537,WAVNAA,6
69-ADABDE,T61494,WAVNAA,20
69-CHEMCO,C32887,WA8RAA,1
69-CHEMCO,T63093,WA8RAA,1
69-CHEMCO,T96883,WA8RAA,1
69-CHEMCO,R50544,WA8RAA,1
69-CHEMCO,X62237,WA8RAA,1
69-CHEMCO,P42262,WA8RAA,1
69-CHEMCO,W95537,WA8RAA,1
69-CHEMCO,X40146,WA8RAA,2
69-CHEMCO,T58161,WA8RAA,2
69-CHEMCO,C12815,WA8RAA,7
69-CHEMCO,T61494,WA8RAA,10
69-CHEMCO,X40931,WA8RAA,12
69-CHEMCO,X40794,WA8RAA,13
69-CHEMCO,X40009,WA8RAA,15
69-CHEMCO,W95811,WA8RAA,40
7-CSG,T96883,WH7MAA,1
7-CSG,L28351,WH7MAA,1
7-CSG,W95811,WH7MAA,1
7-CSG,X40931,WH7MAA,1
7-CSG,W98825,WH7MAA,1
7-CSG,C32887,WH7MAA,1
7-CSG,X40009,WH7MAA,2
7-CSG,W95537,WH7MAA,5
7-CSG,T61494,WH7MAA,25
7-TCGP-TPTDD,X40968,WD1HAA,1
7-TCGP-TPTDD,G53778,WD1HAA,2
7-TCGP-TPTDD,W95537,WD1HAA,2
7-TCGP-TPTDD,W98825,WD1HAA,2
7-TCGP-TPTDD,J35492,WD1HAA,2
7-TCGP-TPTDD,W95811,WD1HAA,2
7-TCGP-TPTDD,X40009,WD1HAA,2
7-TCGP-TPTDD,T61494,WD1HAA,17
70-ENGBN,E56578,WAZ8AA,0
70-ENGBN,Y48323,WAZ8AA,1
70-ENGBN,G40744,WAZ8AA,1
70-ENGBN,T13152,WAZ8AA,1
70-ENGBN,T63093,WAZ8AA,1
70-ENGBN,T30377,WAZ8AA,1
70-ENGBN,L28351,WAZ8AA,2
70-ENGBN,X40146,WAZ8AA,2
70-ENGBN,C32887,WAZ8AA,2
70-ENGBN,R50681,WAZ8AA,2
70-ENGBN,W95537,WAZ8AA,2
70-ENGBN,T59278,WAZ8AA,2
70-ENGBN,S30914,WAZ8AA,3
70-ENGBN,X40794,WAZ8AA,3
70-ENGBN,K28601,WAZ8AA,3
70-ENGBN,W98825,WAZ8AA,4
70-ENGBN,T87243,WAZ8AA,4
70-ENGBN,T39586,WAZ8AA,6
70-ENGBN,D11538,WAZ8AA,6
70-ENGBN,D11049,WAZ8AA,6
70-ENGBN,T61562,WAZ8AA,8
70-ENGBN,X40009,WAZ8AA,9
70-ENGBN,L43664,WAZ8AA,12
70-ENGBN,L67342,WAZ8AA,12
70-ENGBN,E02807,WAZ8AA,12
70-ENGBN,W76473,WAZ8AA,21
70-ENGBN,T61494,WAZ8AA,21
70-ENGBN,W95811,WAZ8AA,26
70-ENGBN,D12087,WAZ8AA,29
71-MAINTBN,W98825,WB0RAA,1
71-MAINTBN,X40968,WB0RAA,1
71-MAINTBN,T96883,WB0RAA,1
71-MAINTBN,J35492,WB0RAA,1
71-MAINTBN,X40009,WB0RAA,2
71-MAINTBN,W95537,WB0RAA,9
71-MAINTBN,T61494,WB0RAA,17
71-ORDCO,W95537,WET5AA,1
71-ORDCO,X62477,WET5AA,1
71-ORDCO,X62237,WET5AA,1
71-ORDCO,G53778,WET5AA,1
71-ORDCO,G42170,WET5AA,1
71-ORDCO,S70027,WET5AA,1
71-ORDCO,W98825,WET5AA,1
71-ORDCO,T96883,WET5AA,1
71-ORDCO,X40283,WET5AA,1
71-ORDCO,T61239,WET5AA,1
71-ORDCO,C32887,WET5AA,1
71-ORDCO,X40146,WET5AA,1
71-ORDCO,T49119,WET5AA,1
71-ORDCO,P28015,WET5AA,1
71-ORDCO,S75175,WET5AA,1
71-ORDCO,H01855,WET5AA,1
71-ORDCO,L28351,WET5AA,1
71-ORDCO,X63299,WET5AA,2
71-ORDCO,G35851,WET5AA,2
71-ORDCO,T10138,WET5AA,2
71-ORDCO,W95811,WET5AA,3
71-ORDCO,S74832,WET5AA,3
71-ORDCO,X40794,WET5AA,3
71-ORDCO,X40009,WET5AA,5
71-ORDCO,X59326,WET5AA,5
71-ORDCO,T07543,WET5AA,6
71-ORDCO,X41105,WET5AA,7
71-ORDCO,T61494,WET5AA,11
77-MAINTCO,X40146,WB35AA,1
77-MAINTCO,T96883,WB35AA,1
77-MAINTCO,T49255,WB35AA,1
77-MAINTCO,T49119,WB35AA,1
77-MAINTCO,G78306,WB35AA,1
77-MAINTCO,L28351,WB35AA,1
77-MAINTCO,C36151,WB35AA,1
77-MAINTCO,T10275,WB35AA,1
77-MAINTCO,T10549,WB35AA,1
77-MAINTCO,S70517,WB35AA,1
77-MAINTCO,X62237,WB35AA,1
77-MAINTCO,R11154,WB35AA,1
77-MAINTCO,T30377,WB35AA,1
77-MAINTCO,X40420,WB35AA,1
77-MAINTCO,X40077,WB35AA,2
77-MAINTCO,R50681,WB35AA,2
77-MAINTCO,J35492,WB35AA,2
77-MAINTCO,S74832,WB35AA,2
77-MAINTCO,W98825,WB35AA,2
77-MAINTCO,C32887,WB35AA,3
77-MAINTCO,H01855,WB35AA,3
77-MAINTCO,X40794,WB35AA,3
77-MAINTCO,X62477,WB35AA,4
77-MAINTCO,G35851,WB35AA,4
77-MAINTCO,T63093,WB35AA,6
77-MAINTCO,S70027,WB35AA,8
77-MAINTCO,S30982,WB35AA,11
77-MAINTCO,T61494,WB35AA,16
77-MAINTCO,W95811,WB35AA,16
77-MAINTCO,S75175,WB35AA,16
77-MAINTCO,X40009,WB35AA,17
77-MAINTCO,X59326,WB35AA,27
900-POL-SUPPLYCO,L28351,WSTMAA,1
900-POL-SUPPLYCO,W98825,WSTMAA,1
900-POL-SUPPLYCO,T63093,WSTMAA,1
900-POL-SUPPLYCO,C32887,WSTMAA,1
900-POL-SUPPLYCO,X40146,WSTMAA,1
900-POL-SUPPLYCO,T96883,WSTMAA,1
900-POL-SUPPLYCO,L85283,WSTMAA,1
900-POL-SUPPLYCO,W76816,WSTMAA,2
900-POL-SUPPLYCO,S70594,WSTMAA,2
900-POL-SUPPLYCO,T61171,WSTMAA,2
900-POL-SUPPLYCO,X40009,WSTMAA,3
900-POL-SUPPLYCO,W95537,WSTMAA,3
900-POL-SUPPLYCO,S70027,WSTMAA,6
900-POL-SUPPLYCO,F79334,WSTMAA,6
900-POL-SUPPLYCO,E72804,WSTMAA,6
900-POL-SUPPLYCO,T49119,WSTMAA,6
900-POL-SUPPLYCO,T33786,WSTMAA,6
900-POL-SUPPLYCO,P97119,WSTMAA,6
900-POL-SUPPLYCO,W95811,WSTMAA,9
900-POL-SUPPLYCO,T61494,WSTMAA,12
900-POL-SUPPLYCO,S73372,WSTMAA,12
900-POL-SUPPLYCO,X40794,WSTMAA,15
900-POL-SUPPLYCO,X59326,WSTMAA,18
900-POL-SUPPLYCO,P97051,WSTMAA,48
AVNBDE-1-AD,X40794,WDJUAA,1
AVNBDE-1-AD,J47617,WDJUAA,1
AVNBDE-1-AD,J35492,WDJUAA,1
AVNBDE-1-AD,L28351,WDJUAA,1
AVNBDE-1-AD,X62237,WDJUAA,1
AVNBDE-1-AD,X40146,WDJUAA,1
AVNBDE-1-AD,C32887,WDJUAA,1
AVNBDE-1-AD,W98825,WDJUAA,2
AVNBDE-1-AD,T07679,WDJUAA,2
AVNBDE-1-AD,W95811,WDJUAA,3
AVNBDE-1-AD,X40009,WDJUAA,4
AVNBDE-1-AD,W95537,WDJUAA,10
AVNBDE-1-AD,T61494,WDJUAA,20
DISCOM-1-AD,X40146,WAPLAA,1
DISCOM-1-AD,C32887,WAPLAA,1
DISCOM-1-AD,X63299,WAPLAA,1
DISCOM-1-AD,X40831,WAPLAA,1
DISCOM-1-AD,L28351,WAPLAA,1
DISCOM-1-AD,T96883,WAPLAA,1
DISCOM-1-AD,W98825,WAPLAA,2
DISCOM-1-AD,G78306,WAPLAA,2
DISCOM-1-AD,W95811,WAPLAA,2
DISCOM-1-AD,X40009,WAPLAA,3
DISCOM-1-AD,X62237,WAPLAA,5
DISCOM-1-AD,W95537,WAPLAA,25
DISCOM-1-AD,T61494,WAPLAA,40
DIVARTY-1-AD,T96883,WAPKAA,1
DIVARTY-1-AD,K28601,WAPKAA,1
DIVARTY-1-AD,C32887,WAPKAA,1
DIVARTY-1-AD,T38844,WAPKAA,1
DIVARTY-1-AD,X63299,WAPKAA,1
DIVARTY-1-AD,L28351,WAPKAA,2
DIVARTY-1-AD,X40931,WAPKAA,2
DIVARTY-1-AD,X40146,WAPKAA,2
DIVARTY-1-AD,P28083,WAPKAA,2
DIVARTY-1-AD,P42262,WAPKAA,2
DIVARTY-1-AD,C11158,WAPKAA,2
DIVARTY-1-AD,W95537,WAPKAA,3
DIVARTY-1-AD,X62237,WAPKAA,3
DIVARTY-1-AD,J35492,WAPKAA,3
DIVARTY-1-AD,W98825,WAPKAA,3
DIVARTY-1-AD,C12155,WAPKAA,3
DIVARTY-1-AD,X40009,WAPKAA,4
DIVARTY-1-AD,W95811,WAPKAA,4
DIVARTY-1-AD,T61562,WAPKAA,7
DIVARTY-1-AD,X40794,WAPKAA,7
DIVARTY-1-AD,Z36272,WAPKAA,8
DIVARTY-1-AD,T07679,WAPKAA,8
DIVARTY-1-AD,T61494,WAPKAA,20
